userID,username,retweet user,utc off,profile created,favorites,followers,following,tweets,date,tweetID,retweetID,retweet count,text,day,year,month,day,hour,min,sec,url,lat,lon
'274687161,b'gabyvelasco21',,-4.0,Wed Mar 30 21:12:35 +0000 2011,2449,392,720,5077,Mon Aug 01 17:45:17 +0000 2016,'760169546669891585,,0,@princeroyce @eastloshighshow @hulu seen them all  [emoj_heart_eyes]   [emoj_blush] ,Mon,2016,Aug,01,17,45,17,http://twitter.com/b'gabyvelasco21'/status/760169546669891585,,
'345992396,b'BTRalways4',HollywoodLife,-3.0,Sun Jul 31 14:54:01 +0000 2011,337,1046,536,146111,Mon Aug 01 21:42:40 +0000 2016,'760229283994406916,'760135557083258880,3,rt @hollywoodlife: need more @eastloshighshow in your life? check out this exclusive season 4 bonus scene: https://t.co/zefw3kqeic,Mon,2016,Aug,01,21,42,40,http://twitter.com/b'BTRalways4'/status/760229283994406916,,
'1328091990,b'goldendogs1452',official_tWitch,-5.0,Fri Apr 05 00:53:25 +0000 2013,2930,104,560,3007,Mon Aug 01 22:11:47 +0000 2016,'760236613368774656,'759626656692645888,1,rt @official_twitch: @officialhelene @eastloshighshow ayyyyyyyye,Mon,2016,Aug,01,22,11,47,http://twitter.com/b'goldendogs1452'/status/760236613368774656,,
'2759970658,b'_AriannaRamirez',Carlitosway89,,Wed Sep 03 00:40:44 +0000 2014,9794,1154,2817,12914,Mon Aug 01 22:17:01 +0000 2016,'760237929843138560,'760154564029022208,3,rt @carlitosway89: happy monday!\\n\\nhow we prepare for a dance battle! bts @eastloshighshow season 4  [emoj_grin]   [...]  https://t.co/8ii2l8oo1m,Mon,2016,Aug,01,22,17,01,http://twitter.com/b'_AriannaRamirez'/status/760237929843138560,,
'3295214559,b'215Nattitta',PrinceRoyce,,Sat May 23 13:48:52 +0000 2015,160,5,54,9,Mon Aug 01 23:24:39 +0000 2016,'760254949762662400,'758368944956776448,468,rt @princeroyce: ya puedes ver todos los episodios de #eastloscuatro @eastloshighshow s\\xf3lo en @hulu : https://t.co/sxksfwq7xa,Mon,2016,Aug,01,23,24,39,http://twitter.com/b'215Nattitta'/status/760254949762662400,,
'132254256,b'CalEndow',,-7.0,Mon Apr 12 18:37:44 +0000 2010,3461,27377,1918,12577,Tue Aug 02 00:10:57 +0000 2016,'760266600918290432,,0,what's this phone call about? find out tomorrow on @eastloshighshow & follow thru oct for exclusive #getloud content https://t.co/cw48mwwu6e,Tue,2016,Aug,02,00,10,57,http://twitter.com/b'CalEndow'/status/760266600918290432,,
'3351357045,b'notlivingbyprid',HollywoodLife,-7.0,Tue Jun 30 01:20:12 +0000 2015,38,514,40,140734,Tue Aug 02 01:25:04 +0000 2016,'760285254557073408,'760135557083258880,4,rt @hollywoodlife: need more @eastloshighshow in your life? check out this exclusive season 4 bonus scene: https://t.co/zefw3kqeic,Tue,2016,Aug,02,01,25,04,http://twitter.com/b'notlivingbyprid'/status/760285254557073408,,
'325939244,b'Bsb_TattySykes',PrinceRoyce,-3.0,Wed Jun 29 03:30:54 +0000 2011,1198,4335,4876,53896,Tue Aug 02 01:49:05 +0000 2016,'760291298310025216,'758368944956776448,469,rt @princeroyce: ya puedes ver todos los episodios de #eastloscuatro @eastloshighshow s\\xf3lo en @hulu : https://t.co/sxksfwq7xa,Tue,2016,Aug,02,01,49,05,http://twitter.com/b'Bsb_TattySykes'/status/760291298310025216,,
'369217188,b'BreeSkee14',HollywoodLife,-5.0,Wed Sep 07 00:00:44 +0000 2011,716,531,674,14034,Tue Aug 02 02:49:01 +0000 2016,'760306378992783360,'760135557083258880,5,rt @hollywoodlife: need more @eastloshighshow in your life? check out this exclusive season 4 bonus scene: https://t.co/zefw3kqeic,Tue,2016,Aug,02,02,49,01,http://twitter.com/b'BreeSkee14'/status/760306378992783360,,
'422303550,b'LishaSupreeeme',,-7.0,Sun Nov 27 03:06:29 +0000 2011,3802,198,173,17029,Tue Aug 02 03:00:59 +0000 2016,'760309393426518017,,0,i just finished watching a whole season of @eastloshighshow in 6 hours.,Tue,2016,Aug,02,03,00,59,http://twitter.com/b'LishaSupreeeme'/status/760309393426518017,,
'3284962056,b'okklesley',bizzybee07,,Mon Jul 20 05:26:35 +0000 2015,52710,1129,125,24606,Tue Aug 02 03:19:36 +0000 2016,'760314077780467712,'725788000404172800,4,rt @bizzybee07: on that @eastloshighshow set like  [emoj_sunglasses]   [emoj_rocket]   [emoj_dancer]   [emoj_rowboat_type_3 https://t.co/wm5nekw2s8,Tue,2016,Aug,02,03,19,36,http://twitter.com/b'okklesley'/status/760314077780467712,,
'1976202265,b'TeezeMeApparel',,-7.0,Sun Oct 20 19:32:24 +0000 2013,644,9484,497,1097,Tue Aug 02 03:53:01 +0000 2016,'760322484818153472,,0,the ladies of @eastloshighshow do it again!  lookin' fab in @teezemeapparel ! xo https://t.co/gurftfoavx,Tue,2016,Aug,02,03,53,01,http://twitter.com/b'TeezeMeApparel'/status/760322484818153472,,
