\\U0001f538, [emoj_small_orange_diamond] 
\\U0001f539, [emoj_small_blue_diamond] 
\\U0001f53a, [emoj_small_red_triangle] 
\\U0001f53b, [emoj_small_red_triangle_down] 
\\U0001f53c, [emoj_arrow_up_small] 
\\U0001f53d, [emoj_arrow_down_small] 
\\U0001f550, [emoj_clock1] 
\\U0001f551, [emoj_clock2] 
\\U0001f552, [emoj_clock3] 
\\U0001f553, [emoj_clock4] 
\\U0001f554, [emoj_clock5] 
\\U0001f555, [emoj_clock6] 
\\U0001f556, [emoj_clock7] 
\\U0001f557, [emoj_clock8] 
\\U0001f558, [emoj_clock9] 
\\U0001f559, [emoj_clock10] 
\\U0001f55a, [emoj_clock11] 
\\U0001f55b, [emoj_clock12] 
\\U0001f55c, [emoj_clock130] 
\\U0001f55d, [emoj_clock230] 
\\U0001f55e, [emoj_clock330] 
\\U0001f55f, [emoj_clock430] 
\\U0001f560, [emoj_clock530] 
\\U0001f561, [emoj_clock630] 
\\U0001f562, [emoj_clock730] 
\\U0001f563, [emoj_clock830] 
\\U0001f564, [emoj_clock930] 
\\U0001f565, [emoj_clock1030] 
\\U0001f566, [emoj_clock1130] 
\\U0001f567, [emoj_clock1230] 
\\U0001f5fb, [emoj_mount_fuji] 
\\U0001f5fc, [emoj_tokyo_tower] 
\\U0001f5fd, [emoj_statue_of_liberty] 
\\U0001f5fe, [emoj_japan] 
\\U0001f5ff, [emoj_moyai] 
\\U0001f600, [emoj_grinning] 
\\U0001f601, [emoj_grin] 
\\U0001f602, [emoj_joy] 
\\U0001f603, [emoj_smiley] 
\\U0001f604, [emoj_smile] 
\\U0001f605, [emoj_sweat_smile] 
\\U0001f606, [emoj_satisfied] 
\\U0001f607, [emoj_innocent] 
\\U0001f608, [emoj_smiling_imp] 
\\U0001f609, [emoj_wink] 
\\U0001f60a, [emoj_blush] 
\\U0001f60b, [emoj_yum] 
\\U0001f60c, [emoj_relieved] 
\\U0001f60d, [emoj_heart_eyes] 
\\U0001f60e, [emoj_sunglasses] 
\\U0001f60f, [emoj_smirk] 
\\U0001f610, [emoj_neutral_face] 
\\U0001f611, [emoj_expressionless] 
\\U0001f612, [emoj_unamused] 
\\U0001f613, [emoj_sweat] 
\\U0001f614, [emoj_pensive] 
\\U0001f615, [emoj_confused] 
\\U0001f616, [emoj_confounded] 
\\U0001f617, [emoj_kissing] 
\\U0001f618, [emoj_blowing_kiss] 
\\U0001f619, [emoj_kissing_smiling_eyes] 
\\U0001f61a, [emoj_kissing_closed_eyes] 
\\U0001f61b, [emoj_stuck_out_tongue] 
\\U0001f61c, [emoj_stuck_out_tongue_winking_eye] 
\\U0001f61d, [emoj_stuck_out_tongue_closed_eyes] 
\\U0001f61e, [emoj_disappointed] 
\\U0001f61f, [emoj_worried] 
\\U0001f620, [emoj_angry] 
\\U0001f621, [emoj_rage] 
\\U0001f622, [emoj_cry] 
\\U0001f623, [emoj_persevere] 
\\U0001f624, [emoj_triumph] 
\\U0001f625, [emoj_disappointed_relieved] 
\\U0001f626, [emoj_frowning] 
\\U0001f627, [emoj_anguished] 
\\U0001f628, [emoj_fearful] 
\\U0001f629, [emoj_weary] 
\\U0001f62a, [emoj_sleepy] 
\\U0001f62b, [emoj_tired_face] 
\\U0001f62c, [emoj_grimacing] 
\\U0001f62d, [emoj_sob] 
\\U0001f62e, [emoj_open_mouth] 
\\U0001f62f, [emoj_hushed] 
\\U0001f630, [emoj_cold_sweat] 
\\U0001f631, [emoj_scream] 
\\U0001f632, [emoj_astonished] 
\\U0001f633, [emoj_flushed] 
\\U0001f634, [emoj_sleeping] 
\\U0001f635, [emoj_dizzy_face] 
\\U0001f636, [emoj_no_mouth] 
\\U0001f637, [emoj_mask] 
\\U0001f638, [emoj_smile_cat] 
\\U0001f639, [emoj_joy_cat] 
\\U0001f63a, [emoj_smiley_cat] 
\\U0001f63b, [emoj_heart_eyes_cat] 
\\U0001f63c, [emoj_smirk_cat] 
\\U0001f63d, [emoj_kissing_cat] 
\\U0001f63e, [emoj_pouting_cat] 
\\U0001f63f, [emoj_crying_cat_face] 
\\U0001f640, [emoj_scream_cat] 
\\U0001f645, [emoj_no_good] 
\\U0001f646, [emoj_ok_woman] 
\\U0001f647, [emoj_bow] 
\\U0001f648, [emoj_see_no_evil] 
\\U0001f649, [emoj_hear_no_evil] 
\\U0001f64a, [emoj_speak_no_evil] 
\\U0001f64b, [emoj_raising_hand] 
\\U0001f64c, [emoj_raised_hands] 
\\U0001f64d, [emoj_person_frowning] 
\\U0001f64e, [emoj_person_with_pouting_face] 
\\U0001f64f, [emoj_pray] 
\\U0001f680, [emoj_rocket] 
\\U0001f681, [emoj_helicopter] 
\\U0001f682, [emoj_steam_locomotive] 
\\U0001f683, [emoj_railway_car] 
\\U0001f684, [emoj_bullettrain_side] 
\\U0001f685, [emoj_bullettrain_front] 
\\U0001f686, [emoj_train2] 
\\U0001f687, [emoj_metro] 
\\U0001f688, [emoj_light_rail] 
\\U0001f689, [emoj_station] 
\\U0001f68a, [emoj_tram] 
\\U0001f68b, [emoj_train] 
\\U0001f68c, [emoj_bus] 
\\U0001f68d, [emoj_oncoming_bus] 
\\U0001f68e, [emoj_trolleybus] 
\\U0001f68f, [emoj_busstop] 
\\U0001f690, [emoj_minibus] 
\\U0001f691, [emoj_ambulance] 
\\U0001f692, [emoj_fire_engine] 
\\U0001f693, [emoj_police_car] 
\\U0001f694, [emoj_oncoming_police_car] 
\\U0001f695, [emoj_taxi] 
\\U0001f696, [emoj_oncoming_taxi] 
\\U0001f697, [emoj_red_car] 
\\U0001f698, [emoj_oncoming_automobile] 
\\U0001f699, [emoj_blue_car] 
\\U0001f69a, [emoj_truck] 
\\U0001f69b, [emoj_articulated_lorry] 
\\U0001f69c, [emoj_tractor] 
\\U0001f69d, [emoj_monorail] 
\\U0001f69e, [emoj_mountain_railway] 
\\U0001f69f, [emoj_suspension_railway] 
\\U0001f6a0, [emoj_mountain_cableway] 
\\U0001f6a1, [emoj_aerial_tramway] 
\\U0001f6a2, [emoj_ship] 
\\U0001f6a3, [emoj_rowboat] 
\\U0001f6a4, [emoj_speedboat] 
\\U0001f6a5, [emoj_traffic_light] 
\\U0001f6a6, [emoj_vertical_traffic_light] 
\\U0001f6a7, [emoj_construction] 
\\U0001f6a8, [emoj_rotating_light] 
\\U0001f6a9, [emoj_triangular_flag_on_post] 
\\U0001f6aa, [emoj_door] 
\\U0001f6ab, [emoj_no_entry_sign] 
\\U0001f6ac, [emoj_smoking] 
\\U0001f6ad, [emoj_no_smoking] 
\\U0001f6ae, [emoj_put_litter_in_its_place] 
\\U0001f6af, [emoj_do_not_litter] 
\\U0001f6b0, [emoj_potable_water] 
\\U0001f6b1, [emoj_non-potable_water] 
\\U0001f6b2, [emoj_bike] 
\\U0001f6b3, [emoj_no_bicycles] 
\\U0001f6b4, [emoj_bicyclist] 
\\U0001f6b5, [emoj_mountain_bicyclist] 
\\U0001f6b6, [emoj_walking] 
\\U0001f6b7, [emoj_no_pedestrians] 
\\U0001f6b8, [emoj_children_crossing] 
\\U0001f6b9, [emoj_mens] 
\\U0001f6ba, [emoj_womens] 
\\U0001f6bb, [emoj_restroom] 
\\U0001f6bc, [emoj_baby_symbol] 
\\U0001f6bd, [emoj_toilet] 
\\U0001f6be, [emoj_wc] 
\\U0001f6bf, [emoj_shower] 
\\U0001f6c0, [emoj_bath] 
\\U0001f6c1, [emoj_bathtub] 
\\U0001f6c2, [emoj_passport_control] 
\\U0001f6c3, [emoj_customs] 
\\U0001f6c4, [emoj_baggage_claim] 
\\U0001f6c5, [emoj_left_luggage] 
\\u0374, [emoj_greek_numeral_sign] 
\\u0375, [emoj_greek_lower_numeral_sign] 
\\u037a, [emoj_greek_ypogegrammeni] 
\\u037b, [emoj_greek_small_reversed_lunate_sigma_symbol] 
\\u037c, [emoj_greek_small_dotted_lunate_sigma_symbol] 
\\u037d, [emoj_greek_small_reversed_dotted_lunate_sigma_symbol] 
\\u037e, [emoj_greek_question_mark] 
\\u0384, [emoj_greek_acute_accent] 
\\u0385, [emoj_greek_diaeresis_with_acute_accent] 
\\u0386, [emoj_greek_capital_a_with_acute_accent] 
\\u0387, [emoj_greek_ano_teleia] 
\\u0388, [emoj_greek_capital_epsilon_with_acute_accent] 
\\u0389, [emoj_greek_capital_eta_with_acute_accent] 
\\u038a, [emoj_greek_capital_iota_with_acute_accent] 
\\u038c, [emoj_greek_capital_omicron_with_acute_accent] 
\\u038e, [emoj_greek_capital_upsilon_with_acute_accent] 
\\u038f, [emoj_greek_capital_omega_with_acute_accent] 
\\u0390, [emoj_greek_small_iota_with_diaeresis_and_acute_accent] 
\\u0391, [emoj_greek_capital_alpha] 
\\u0392, [emoj_greek_capital_beta] 
\\u0393, [emoj_greek_capital_gamma] 
\\u0394, [emoj_greek_capital_delta] 
\\u0395, [emoj_greek_capital_epsilon] 
\\u0396, [emoj_greek_capital_zeta] 
\\u0397, [emoj_greek_capital_eta] 
\\u0398, [emoj_greek_capital_theta] 
\\u0399, [emoj_greek_capital_iota] 
\\u039a, [emoj_greek_capital_kappa] 
\\u039b, [emoj_greek_capital_lambda] 
\\u039c, [emoj_greek_capital_mu] 
\\u039d, [emoj_greek_capital_nu] 
\\u039e, [emoj_greek_capital_xi] 
\\u039f, [emoj_greek_capital_omicron] 
\\u03a0, [emoj_greek_capital_pi] 
\\u03a1, [emoj_greek_capital_rho] 
\\u03a3, [emoj_greek_capital_sigma] 
\\u03a4, [emoj_greek_capital_tau] 
\\u03a5, [emoj_greek_capital_upsilon] 
\\u03a6, [emoj_greek_capital_phi] 
\\u03a7, [emoj_greek_capital_chi] 
\\u03a8, [emoj_greek_capital_psi] 
\\u03a9, [emoj_greek_capital_omega] 
\\u03aa, [emoj_greek_capital_iota_with_diaeresis] 
\\u03ab, [emoj_greek_capital_upsilon_with_diaeresis] 
\\u03ac, [emoj_greek_small_alpha_with_acute_accent] 
\\u03ad, [emoj_greek_small_epsilon_with_acute_accent] 
\\u03ae, [emoj_greek_small_eta_with_acute_accent] 
\\u03af, [emoj_greek_small_iota_with_acute_accent] 
\\u03b0, [emoj_greek_small_upsilon_with_diaeresis_and_acute_accent] 
\\u03b1, [emoj_greek_small_alpha] 
\\u03b2, [emoj_greek_small_beta] 
\\u03b3, [emoj_greek_small_gamma] 
\\u03b4, [emoj_greek_small_delta] 
\\u03b5, [emoj_greek_small_epsilon] 
\\u03b6, [emoj_greek_small_zeta] 
\\u03b7, [emoj_greek_small_eta] 
\\u03b8, [emoj_greek_small_theta] 
\\u03b9, [emoj_greek_small_iota] 
\\u03ba, [emoj_greek_small_kappa] 
\\u03bb, [emoj_greek_small_lambda] 
\\u03bc, [emoj_greek_small_mu] 
\\u03bd, [emoj_greek_small_nu] 
\\u03be, [emoj_greek_small_xi] 
\\u03bf, [emoj_greek_small_omicron] 
\\u03c0, [emoj_greek_small_pi] 
\\u03c1, [emoj_greek_small_rho] 
\\u03c2, [emoj_greek_small_final_sigma] 
\\u03c3, [emoj_greek_small_sigma] 
\\u03c4, [emoj_greek_small_tau] 
\\u03c5, [emoj_greek_small_upsilon] 
\\u03c6, [emoj_greek_small_phi] 
\\u03c7, [emoj_greek_small_chi] 
\\u03c8, [emoj_greek_small_psi] 
\\u03c9, [emoj_greek_small_omega] 
\\u03ca, [emoj_greek_small_iota_with_diaeresis] 
\\u03cb, [emoj_greek_small_upsilon_with_diaeresis] 
\\u03cc, [emoj_greek_small_omicron_with_acute_accent] 
\\u03cd, [emoj_greek_small_upsilon_with_acute_accent] 
\\u03ce, [emoj_greek_small_omega_with_acute_accent] 
\\u03d0, [emoj_greek_beta_symbol] 
\\u03d1, [emoj_greek_theta_symbol] 
\\u03d2, [emoj_greek_upsilon_with_hook_symbol] 
\\u03d3, [emoj_greek_upsilon_with_acute_and_hook_symbol] 
\\u03d4, [emoj_greek_upsilon_with_diaeresis_and_hook_symbol] 
\\u03d5, [emoj_greek_phi_symbol] 
\\u03d6, [emoj_greek_pi_symbol] 
\\u03d7, [emoj_greek_kai_symbol] 
\\u03d8, [emoj_greek_qoppa] 
\\u03d9, [emoj_greek_small_qoppa] 
\\u03da, [emoj_greek_stigma_letter] 
\\u03db, [emoj_greek_small_stigma] 
\\u03dc, [emoj_greek_digamma] 
\\u03dd, [emoj_greek_small_digamma] 
\\u03de, [emoj_greek_koppa] 
\\u03df, [emoj_greek_small_koppa] 
\\u03e0, [emoj_greek_sampi] 
\\u03e1, [emoj_greek_small_sampi] 
\\u03e2, [emoj_coptic_capital_shei] 
\\u03e3, [emoj_coptic_small_shei] 
\\u03e4, [emoj_coptic_capital_fei] 
\\u03e5, [emoj_coptic_small_fei] 
\\u03e6, [emoj_coptic_capital_khei] 
\\u03e7, [emoj_coptic_small_khei] 
\\u03e8, [emoj_coptic_capital_hori] 
\\u03e9, [emoj_coptic_small_hori] 
\\u03ea, [emoj_coptic_capital_gangia] 
\\u03eb, [emoj_coptic_small_gangia] 
\\u03ec, [emoj_coptic_capital_shima] 
\\u03ed, [emoj_coptic_small_shima] 
\\u03ee, [emoj_coptic_capital_dei] 
\\u03ef, [emoj_coptic_small_dei] 
\\u03f0, [emoj_greek_kappa_symbol] 
\\u03f1, [emoj_greek_rho_symbol] 
\\u03f2, [emoj_greek_lunate_sigma_symbol] 
\\u03f3, [emoj_greek_yot] 
\\u03f4, [emoj_greek_capital_theta_symbol] 
\\u03f5, [emoj_greek_lunate_epsilon_symbol] 
\\u03f6, [emoj_greek_reversed_lunate_epsilon_symbol] 
\\u03f7, [emoj_greek_capital_sho] 
\\u03f8, [emoj_greek_small_sho] 
\\u03f9, [emoj_greek_capital_lunate_sigma_symbol] 
\\u03fa, [emoj_greek_capital_san] 
\\u03fb, [emoj_greek_small_san] 
\\u03fc, [emoj_greek_rho_with_stroke_symbol] 
\\u03fd, [emoj_greek_capital_reversed_lunate_sigma_symbol] 
\\u03fe, [emoj_greek_capital_dotted_lunate_sigma_symbol] 
\\u03ff, [emoj_greek_capital_reversed_dotted_lunate_sigma_symbol] 
\\u201c," [""] "
\\u201d," [""] "
\\u2026, [...] 
\\u2190, [emoj_leftwards_arrow] 
\\u2191, [emoj_upwards_arrow] 
\\u2192, [emoj_rightwards_arrow] 
\\u2193, [emoj_downwards_arrow] 
\\u2194, [emoj_left_right_arrow] 
\\u2195, [emoj_up_down_arrow] 
\\u2196, [emoj_north_west_arrow] 
\\u2197, [emoj_north_east_arrow] 
\\u2198, [emoj_south_east_arrow] 
\\u2199, [emoj_south_west_arrow] 
\\u219a, [emoj_leftwards_arrow_with_stroke] 
\\u219b, [emoj_rightwards_arrow_with_stroke] 
\\u219c, [emoj_leftwards_wave_arrow] 
\\u219d, [emoj_rightwards_wave_arrow] 
\\u219e, [emoj_leftwards_two_headed_arrow] 
\\u219f, [emoj_upwards_two_headed_arrow] 
\\u21a0, [emoj_rightwards_two_headed_arrow] 
\\u21a1, [emoj_downwards_two_headed_arrow] 
\\u21a2, [emoj_leftwards_arrow_with_tail] 
\\u21a3, [emoj_rightwards_arrow_with_tail] 
\\u21a4, [emoj_leftwards_arrow_from_bar] 
\\u21a5, [emoj_upwards_arrow_from_bar] 
\\u21a6, [emoj_rightwards_arrow_from_bar] 
\\u21a7, [emoj_downwards_arrow_from_bar] 
\\u21a8, [emoj_up_down_arrow_with_base] 
\\u21a9, [emoj_leftwards_arrow_with_hook] 
\\u21aa, [emoj_rightwards_arrow_with_hook] 
\\u21ab, [emoj_leftwards_arrow_with_loop] 
\\u21ac, [emoj_rightwards_arrow_with_loop] 
\\u21ad, [emoj_left_right_wave_arrow] 
\\u21ae, [emoj_left_right_arrow_with_stroke] 
\\u21af, [emoj_downwards_zigzag_arrow] 
\\u21b0, [emoj_upwards_arrow_with_tip_leftwards] 
\\u21b1, [emoj_upwards_arrow_with_tip_rightwards] 
\\u21b2, [emoj_downwards_arrow_with_tip_leftwards] 
\\u21b3, [emoj_downwards_arrow_with_tip_rightwards] 
\\u21b4, [emoj_rightwards_arrow_with_corner_downwards] 
\\u21b5, [emoj_downwards_arrow_with_corner_leftwards] 
\\u21b6, [emoj_anticlockwise_top_semicircle_arrow] 
\\u21b7, [emoj_clockwise_top_semicircle_arrow] 
\\u21b8, [emoj_north_west_arrow_to_long_bar] 
\\u21b9, [emoj_leftwards_arrow_to_bar_over_rightwards_arrow_to_bar] 
\\u21ba, [emoj_anticlockwise_open_circle_arrow] 
\\u21bb, [emoj_clockwise_open_circle_arrow] 
\\u21bc, [emoj_leftwards_harpoon_with_barb_upwards] 
\\u21bd, [emoj_leftwards_harpoon_with_barb_downwards] 
\\u21be, [emoj_upwards_harpoon_with_barb_rightwards] 
\\u21bf, [emoj_upwards_harpoon_with_barb_leftwards] 
\\u21c0, [emoj_rightwards_harpoon_with_barb_upwards] 
\\u21c1, [emoj_rightwards_harpoon_with_barb_downwards] 
\\u21c2, [emoj_downwards_harpoon_with_barb_rightwards] 
\\u21c3, [emoj_downwards_harpoon_with_barb_leftwards] 
\\u21c4, [emoj_rightwards_arrow_over_leftwards_arrow] 
\\u21c5, [emoj_upwards_arrow_leftwards_of_downwards_arrow] 
\\u21c6, [emoj_leftwards_arrow_over_rightwards_arrow] 
\\u21c7, [emoj_leftwards_paired_arrows] 
\\u21c8, [emoj_upwards_paired_arrows] 
\\u21c9, [emoj_rightwards_paired_arrows] 
\\u21ca, [emoj_downwards_paired_arrows] 
\\u21cb, [emoj_leftwards_harpoon_over_rightwards_harpoon] 
\\u21cc, [emoj_rightwards_harpoon_over_leftwards_harpoon] 
\\u21cd, [emoj_leftwards_double_arrow_with_stroke] 
\\u21ce, [emoj_left_right_double_arrow_with_stroke] 
\\u21cf, [emoj_rightwards_double_arrow_with_stroke] 
\\u21d0, [emoj_leftwards_double_arrow] 
\\u21d1, [emoj_upwards_double_arrow] 
\\u21d2, [emoj_rightwards_double_arrow] 
\\u21d3, [emoj_downwards_double_arrow] 
\\u21d4, [emoj_left_right_double_arrow] 
\\u21d5, [emoj_up_down_double_arrow] 
\\u21d6, [emoj_north_west_double_arrow] 
\\u21d7, [emoj_north_east_double_arrow] 
\\u21d8, [emoj_south_east_double_arrow] 
\\u21d9, [emoj_south_west_double_arrow] 
\\u21da, [emoj_leftwards_triple_arrow] 
\\u21db, [emoj_rightwards_triple_arrow] 
\\u21dc, [emoj_leftwards_squiggle_arrow] 
\\u21dd, [emoj_rightwards_squiggle_arrow] 
\\u21de, [emoj_upwards_arrow_with_double_stroke] 
\\u21df, [emoj_downwards_arrow_with_double_stroke] 
\\u21e0, [emoj_leftwards_dashed_arrow] 
\\u21e1, [emoj_upwards_dashed_arrow] 
\\u21e2, [emoj_rightwards_dashed_arrow] 
\\u21e3, [emoj_downwards_dashed_arrow] 
\\u21e4, [emoj_leftwards_arrow_to_bar] 
\\u21e5, [emoj_rightwards_arrow_to_bar] 
\\u21e6, [emoj_leftwards_thick_arrow] 
\\u21e7, [emoj_upwards_thick_arrow] 
\\u21e8, [emoj_rightwards_thick_arrow] 
\\u21e9, [emoj_downwards_thick_arrow] 
\\u21ea, [emoj_upwards_thick_arrow_from_bar] 
\\u21eb, [emoj_upwards_thick_arrow_on_pedestal] 
\\u21ec, [emoj_upwards_thick_arrow_on_pedestal_with_horizontal_bar] 
\\u21ed, [emoj_upwards_thick_arrow_on_pedestal_with_vertical_bar] 
\\u21ee, [emoj_upwards_thick_double_arrow] 
\\u21ef, [emoj_upwards_thick_double_arrow_on_pedestal] 
\\u21f0, [emoj_rightwards_thick_arrow_from_wall] 
\\u21f1, [emoj_north_west_arrow_to_corner] 
\\u21f2, [emoj_south_east_arrow_to_corner] 
\\u21f3, [emoj_up_down_thick_arrow] 
\\u21f4, [emoj_right_arrow_with_small_circle] 
\\u21f5, [emoj_downwards_arrow_leftwards_of_upwards_arrow] 
\\u21f6, [emoj_three_rightwards_arrows] 
\\u21f7, [emoj_leftwards_arrow_with_vertical_stroke] 
\\u21f8, [emoj_rightwards_arrow_with_vertical_stroke] 
\\u21f9, [emoj_left_right_arrow_with_vertical_stroke] 
\\u21fa, [emoj_leftwards_arrow_with_double_vertical_stroke] 
\\u21fb, [emoj_rightwards_arrow_with_double_vertical_stroke] 
\\u21fc, [emoj_left_right_arrow_with_double_vertical_stroke] 
\\u21fd, [emoj_leftwards_open_headed_arrow] 
\\u21fe, [emoj_rightwards_open_headed_arrow] 
\\u21ff, [emoj_left_right_open_headed_arrow] 
\\u25a0, [emoj_black_square] 
\\u25a1, [emoj_white_square] 
\\u25a2, [emoj_white_square_with_rounded_corners] 
\\u25a3, [emoj_white_square_containing_black_small_square] 
\\u25a4, [emoj_square_with_horizontal_fill] 
\\u25a5, [emoj_square_with_vertical_fill] 
\\u25a6, [emoj_square_with_orthogonal_crosshatch_fill] 
\\u25a7, [emoj_square_with_upper_left_to_lower_right_fill] 
\\u25a8, [emoj_square_with_upper_right_to_lower_left_fill] 
\\u25a9, [emoj_square_with_diagonal_crosshatch_fill] 
\\u25aa, [emoj_black_small_square] 
\\u25ab, [emoj_white_small_square] 
\\u25ac, [emoj_black_rectangle] 
\\u25ad, [emoj_white_rectangle] 
\\u25ae, [emoj_black_vertical_rectangle] 
\\u25af, [emoj_white_vertical_rectangle] 
\\u25b0, [emoj_black_parallelogram] 
\\u25b1, [emoj_white_parallelogram] 
\\u25b2, [emoj_black_up_pointing_triangle] 
\\u25b3, [emoj_white_up_pointing_triangle] 
\\u25b4, [emoj_black_up_pointing_small_triangle] 
\\u25b5, [emoj_white_up_pointing_small_triangle] 
\\u25b6, [emoj_black_right_pointing_triangle] 
\\u25b7, [emoj_white_right_pointing_triangle] 
\\u25b8, [emoj_black_right_pointing_small_triangle] 
\\u25b9, [emoj_white_right_pointing_small_triangle] 
\\u25ba, [emoj_black_right_pointing_pointer] 
\\u25bb, [emoj_white_right_pointing_pointer] 
\\u25bc, [emoj_black_down_pointing_triangle] 
\\u25bd, [emoj_white_down_pointing_triangle] 
\\u25be, [emoj_black_down_pointing_small_triangle] 
\\u25bf, [emoj_white_down_pointing_small_triangle] 
\\u25c0, [emoj_black_left_pointing_triangle] 
\\u25c1, [emoj_white_left_pointing_triangle] 
\\u25c2, [emoj_black_left_pointing_small_triangle] 
\\u25c3, [emoj_white_left_pointing_small_triangle] 
\\u25c4, [emoj_black_left_pointing_pointer] 
\\u25c5, [emoj_white_left_pointing_pointer] 
\\u25c6, [emoj_black_diamond] 
\\u25c7, [emoj_white_diamond] 
\\u25c8, [emoj_white_diamond_containing_black_small_diamond] 
\\u25c9, [emoj_fisheye] 
\\u25ca, [emoj_lozenge] 
\\u25cb, [emoj_white_circle] 
\\u25cc, [emoj_dotted_circle] 
\\u25cd, [emoj_circle_with_vertical_fill] 
\\u25ce, [emoj_bullseye] 
\\u25cf, [emoj_black_circle] 
\\u25d0, [emoj_circle_with_left_half_black] 
\\u25d1, [emoj_circle_with_right_half_black] 
\\u25d2, [emoj_circle_with_lower_half_black] 
\\u25d3, [emoj_circle_with_upper_half_black] 
\\u25d4, [emoj_circle_with_upper_right_quadrant_black] 
\\u25d5, [emoj_circle_with_all_but_upper_left_quadrant_black] 
\\u25d6, [emoj_left_half_black_circle] 
\\u25d7, [emoj_right_half_black_circle] 
\\u25d8, [emoj_inverse_bullet] 
\\u25d9, [emoj_inverse_white_circle] 
\\u25da, [emoj_upper_half_inverse_white_circle] 
\\u25db, [emoj_lower_half_inverse_white_circle] 
\\u25dc, [emoj_upper_left_quadrant_circular_arc] 
\\u25dd, [emoj_upper_right_quadrant_circular_arc] 
\\u25de, [emoj_lower_right_quadrant_circular_arc] 
\\u25df, [emoj_lower_left_quadrant_circular_arc] 
\\u25e0, [emoj_upper_half_circle] 
\\u25e1, [emoj_lower_half_circle] 
\\u25e2, [emoj_black_lower_right_triangle] 
\\u25e3, [emoj_black_lower_left_triangle] 
\\u25e4, [emoj_black_upper_left_triangle] 
\\u25e5, [emoj_black_upper_right_triangle] 
\\u25e6, [emoj_white_bullet] 
\\u25e7, [emoj_square_with_left_half_black] 
\\u25e8, [emoj_square_with_right_half_black] 
\\u25e9, [emoj_square_with_upper_left_diagonal_half_black] 
\\u25ea, [emoj_square_with_lower_right_diagonal_half_black] 
\\u25eb, [emoj_white_square_with_vertical_bisecting_line] 
\\u25ec, [emoj_white_up_pointing_triangle_with_dot] 
\\u25ed, [emoj_up_pointing_triangle_with_left_half_black] 
\\u25ee, [emoj_up_pointing_triangle_with_right_half_black] 
\\u25ef, [emoj_large_circle] 
\\u25f0, [emoj_white_square_with_upper_left_quadrant] 
\\u25f1, [emoj_white_square_with_lower_left_quadrant] 
\\u25f2, [emoj_white_square_with_lower_right_quadrant] 
\\u25f3, [emoj_white_square_with_upper_right_quadrant] 
\\u25f4, [emoj_white_circle_with_upper_left_quadrant] 
\\u25f5, [emoj_white_circle_with_lower_left_quadrant] 
\\u25f6, [emoj_white_circle_with_lower_right_quadrant] 
\\u25f7, [emoj_white_circle_with_upper_right_quadrant] 
\\u25f8, [emoj_upper_left_triangle] 
\\u25f9, [emoj_upper_right_triangle] 
\\u25fa, [emoj_lower_left_triangle] 
\\u25fb, [emoj_white_medium_square] 
\\u25fc, [emoj_black_medium_square] 
\\u25fd, [emoj_white_medium_small_square] 
\\u25fe, [emoj_black_medium_small_square] 
\\u25ff, [emoj_lower_right_triangle] 
\\u2600, [emoj_black_sun_with_rays] 
\\u2601, [emoj_cloud] 
\\u2602, [emoj_umbrella] 
\\u2603, [emoj_snowman] 
\\u2604, [emoj_comet] 
\\u2605, [emoj_black_star] 
\\u2606, [emoj_white_star] 
\\u2607, [emoj_lightning] 
\\u2608, [emoj_thunderstorm] 
\\u2609, [emoj_sun] 
\\u260a, [emoj_ascending_node] 
\\u260b, [emoj_descending_node] 
\\u260c, [emoj_conjunction] 
\\u260d, [emoj_opposition] 
\\u260e, [emoj_black_telephone] 
\\u260f, [emoj_white_telephone] 
\\u2610, [emoj_ballot_box] 
\\u2611, [emoj_ballot_box_with_check] 
\\u2612, [emoj_ballot_box_with_x] 
\\u2613, [emoj_saltire] 
\\u2614, [emoj_umbrella_with_raindrops] 
\\u2615, [emoj_hot_beverage] 
\\u2616, [emoj_white_shogi_piece] 
\\u2617, [emoj_black_shogi_piece] 
\\u2619, [emoj_heart] 
\\u261a, [emoj_black_left_pointing_index] 
\\u261b, [emoj_black_right_pointing_index] 
\\u261c, [emoj_white_left_pointing_index] 
\\u261d, [emoj_white_up_pointing_index] 
\\u261e, [emoj_white_right_pointing_index] 
\\u261f, [emoj_white_down_pointing_index] 
\\u2620, [emoj_skull_&_crossbones] 
\\u2621, [emoj_caution_sign] 
\\u2622, [emoj_radioactive_sign] 
\\u2623, [emoj_biohazard_sign] 
\\u2624, [emoj_caduceus] 
\\u2625, [emoj_ankh] 
\\u2626, [emoj_orthodox_cross] 
\\u2627, [emoj_chi_rho] 
\\u2628, [emoj_cross_of_lorraine] 
\\u2629, [emoj_cross_of_jerusalem] 
\\u262a, [emoj_star_and_crescent] 
\\u262b, [emoj_farsi_symbol] 
\\u262c, [emoj_adi_shakti] 
\\u262d, [emoj_hammer_and_sickle] 
\\u262e, [emoj_peace_symbol] 
\\u262f, [emoj_yin_yang] 
\\u2630, [emoj_trigram_for_heaven] 
\\u2631, [emoj_trigram_for_lake] 
\\u2632, [emoj_trigram_for_fire] 
\\u2633, [emoj_trigram_for_thunder] 
\\u2634, [emoj_trigram_for_wind] 
\\u2634, [emoj_trigram_for_water] 
\\u2636, [emoj_trigram_for_mountain] 
\\u2637, [emoj_trigram_for_earth] 
\\u2638, [emoj_wheel_of_dharma] 
\\u2639, [emoj_white_frowning_face] 
\\u263a, [emoj_white_smiling_face] 
\\u263b, [emoj_black_smiling_face] 
